日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-07-19,688610,70.0,70.34,74.01,62.01,85073,572723388.0,16.36,-4.08,-2.99,62.92
2023-07-20,688610,71.0,70.1,71.93,66.3,57264,396058966.0,8.0,-0.34,-0.24,42.35
2023-07-21,688610,70.18,64.82,70.19,64.44,39940,264330132.0,8.2,-7.53,-5.28,29.54
2023-07-24,688610,63.02,69.2,70.3,62.2,44771,298521972.0,12.5,6.76,4.38,33.11
2023-07-25,688610,71.25,69.22,71.59,68.1,24186,168177817.0,5.04,0.03,0.02,17.89
2023-07-26,688610,67.6,68.88,70.3,66.9,18820,128980310.0,4.91,-0.49,-0.34,13.92
2023-07-27,688610,68.11,67.16,68.99,66.45,12756,86338504.0,3.69,-2.5,-1.72,9.43
2023-07-28,688610,67.88,64.95,67.88,64.87,10362,68003515.0,4.48,-3.29,-2.21,7.66
2023-07-31,688610,64.51,63.55,65.0,63.2,10206,65093422.0,2.77,-2.16,-1.4,7.55
2023-08-01,688610,63.56,63.77,65.28,63.28,5276,33769171.0,3.15,0.35,0.22,3.9
2023-08-02,688610,63.5,64.19,65.23,62.49,9107,58002247.0,4.3,0.66,0.42,6.74
2023-08-03,688610,64.06,63.89,65.19,63.2,5439,35028731.0,3.1,-0.47,-0.3,4.02
2023-08-04,688610,63.89,67.0,69.85,63.56,14118,94592862.0,9.85,4.87,3.11,10.44
2023-08-07,688610,67.77,65.13,67.77,65.05,5800,38250561.0,4.06,-2.79,-1.87,4.29
2023-08-08,688610,65.2,65.26,66.28,64.91,3102,20340116.0,2.1,0.2,0.13,2.29
2023-08-09,688610,65.01,64.36,65.63,63.4,3940,25276723.0,3.42,-1.38,-0.9,2.91
2023-08-10,688610,64.19,64.68,66.25,63.96,4219,27464004.0,3.56,0.5,0.32,3.12
2023-08-11,688610,64.71,63.62,65.52,63.38,5530,35453577.0,3.31,-1.64,-1.06,4.09
2023-08-14,688610,63.0,66.29,66.6,63.0,7448,48487899.0,5.66,4.2,2.67,5.51
2023-08-15,688610,66.63,63.92,67.46,63.31,7277,47037129.0,6.26,-3.58,-2.37,5.38
2023-08-16,688610,63.93,61.47,64.08,61.06,7305,45589423.0,4.72,-3.83,-2.45,5.4
2023-08-17,688610,61.08,61.75,61.8,59.99,4938,30060763.0,2.94,0.46,0.28,3.65
