日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-08-03,301509,68.5,72.52,80.0,68.0,145037,1091756507.0,21.22,28.22,15.96,71.1
2023-08-04,301509,67.0,63.9,68.97,63.22,109752,714119189.0,7.93,-11.89,-8.62,53.8
2023-08-07,301509,63.0,63.85,64.66,60.14,80720,498896473.0,7.07,-0.08,-0.05,39.57
2023-08-08,301509,62.78,79.2,80.87,62.3,137327,983752557.0,29.08,24.04,15.35,67.32
2023-08-09,301509,83.3,92.1,108.23,79.3,152345,1361306324.0,36.53,16.29,12.9,74.68
2023-08-10,301509,92.51,92.43,99.88,89.0,130152,1234011111.0,11.81,0.36,0.33,63.8
2023-08-11,301509,92.9,97.45,106.88,92.55,121690,1211704378.0,15.5,5.43,5.02,59.66
2023-08-14,301509,101.03,108.36,111.0,95.25,105933,1083337211.0,16.16,11.2,10.91,51.93
2023-08-15,301509,103.0,100.01,105.5,97.89,91180,924616413.0,7.02,-7.71,-8.35,44.7
2023-08-16,301509,99.2,97.0,105.34,93.75,93363,927886092.0,11.59,-3.01,-3.01,45.77
2023-08-17,301509,95.0,94.5,99.35,93.11,72407,690937121.0,6.43,-2.58,-2.5,35.5
2023-08-18,301509,92.48,89.98,96.55,89.8,71761,666717693.0,7.14,-4.78,-4.52,35.18
2023-08-21,301509,87.5,89.71,91.38,87.5,45506,407600463.0,4.31,-0.3,-0.27,22.31
2023-08-22,301509,88.5,79.95,89.4,77.77,80637,663133884.0,12.96,-10.88,-9.76,39.53
2023-08-23,301509,78.5,75.6,80.7,75.0,49868,387658780.0,7.13,-5.44,-4.35,24.45
2023-08-24,301509,75.17,72.85,76.35,72.0,38275,282805755.0,5.75,-3.64,-2.75,18.76
2023-08-25,301509,72.03,73.2,75.68,72.03,40415,298644241.0,5.01,0.48,0.35,19.81
2023-08-28,301509,78.79,69.4,78.79,69.21,45708,334121563.0,13.09,-5.19,-3.8,22.41
2023-08-29,301509,68.21,75.75,78.09,68.21,52566,390439996.0,14.24,9.15,6.35,25.77
2023-08-30,301509,78.03,79.11,79.98,75.6,57730,449216001.0,5.78,4.44,3.36,28.3
2023-08-31,301509,77.5,80.11,84.7,77.42,67802,548348347.0,9.2,1.26,1.0,33.24
2023-09-01,301509,79.0,76.4,80.66,75.5,49511,384296636.0,6.44,-4.63,-3.71,24.27
2023-09-04,301509,77.0,74.8,77.73,74.6,32219,243612067.0,4.1,-2.09,-1.6,15.79
2023-09-05,301509,74.12,74.51,75.89,73.28,23821,177116282.0,3.49,-0.39,-0.29,11.68
2023-09-06,301509,74.18,73.87,74.4,72.7,18634,136962024.0,2.28,-0.86,-0.64,9.13
2023-09-07,301509,73.5,71.71,73.65,71.66,16652,120406549.0,2.69,-2.92,-2.16,8.16
2023-09-08,301509,74.0,74.52,78.9,73.01,37156,281362812.0,8.21,3.92,2.81,18.22
2023-09-11,301509,74.18,83.97,88.88,74.18,64819,533109797.0,19.73,12.68,9.45,31.78
2023-09-12,301509,84.1,90.14,96.88,82.0,85659,763570213.0,17.72,7.35,6.17,41.99
2023-09-13,301509,87.5,84.22,88.4,82.91,57781,493114164.0,6.09,-6.57,-5.92,28.33
2023-09-14,301509,83.4,82.58,87.98,81.33,53903,457764538.0,7.9,-1.95,-1.64,26.42
2023-09-15,301509,80.4,86.04,88.2,80.4,58794,499207570.0,9.45,4.19,3.46,28.82
2023-09-18,301509,85.04,87.88,89.38,84.58,56353,491481510.0,5.58,2.14,1.84,27.63
2023-09-19,301509,86.86,83.4,92.0,82.27,57493,500065074.0,11.07,-5.1,-4.48,28.18
2023-09-20,301509,84.66,90.34,91.5,83.42,75421,662204963.0,9.69,8.32,6.94,36.97
2023-09-21,301509,91.15,91.0,95.58,87.77,78514,718249270.0,8.65,0.73,0.66,38.49
2023-09-22,301509,88.19,89.2,91.57,84.01,68398,598776662.0,8.31,-1.98,-1.8,33.53
2023-09-25,301509,89.16,99.0,104.88,89.02,97904,932879085.0,17.78,10.99,9.8,48.0
2023-09-26,301509,96.67,98.2,99.49,94.88,70812,688028991.0,4.66,-0.81,-0.8,34.71
2023-09-27,301509,96.92,94.16,98.8,92.85,65518,627497708.0,6.06,-4.11,-4.04,32.12
2023-09-28,301509,93.92,86.97,94.18,86.63,65571,583093680.0,8.02,-7.64,-7.19,32.14
2023-10-09,301509,85.9,93.0,97.87,82.66,71568,643115784.0,17.49,6.93,6.03,35.08
2023-10-10,301509,90.5,83.9,90.98,83.2,55661,484992260.0,8.37,-9.78,-9.1,27.29
2023-10-11,301509,85.0,86.11,89.2,84.48,44321,385526000.0,5.63,2.63,2.21,21.73
2023-10-12,301509,89.12,84.97,90.73,83.58,49874,432342081.0,8.3,-1.32,-1.14,24.45
2023-10-13,301509,83.6,88.23,90.0,83.6,62178,547537096.0,7.53,3.84,3.26,30.48
2023-10-16,301509,92.0,95.43,102.26,91.23,85240,812209913.0,12.5,8.16,7.2,41.79
2023-10-17,301509,89.1,87.6,90.7,85.34,65431,575461413.0,5.62,-8.2,-7.83,32.08
2023-10-18,301509,86.35,86.99,88.58,84.5,43417,374205367.0,4.66,-0.7,-0.61,21.28
2023-10-19,301509,85.0,75.97,85.0,74.88,51006,403511537.0,11.63,-12.67,-11.02,25.0
2023-10-20,301509,74.2,73.5,75.35,72.72,33314,246741410.0,3.46,-3.25,-2.47,16.33
