日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2019-12-16,688037,53.0,64.5,65.7,50.0,149207,799078540.0,58.21,139.15,37.53,84.38
2019-12-17,688037,59.81,59.0,59.99,55.0,119257,688158062.0,7.74,-8.53,-5.5,67.44
2019-12-18,688037,59.06,73.15,82.0,59.06,130563,907866808.0,38.88,23.98,14.15,73.83
2019-12-19,688037,68.88,75.6,78.58,66.6,84611,615482820.0,16.38,3.35,2.45,47.85
2019-12-20,688037,73.15,69.62,77.0,69.6,58981,429924161.0,9.79,-7.91,-5.98,33.35
2019-12-23,688037,67.07,68.0,69.5,63.0,49966,328854916.0,9.34,-2.33,-1.62,28.26
2019-12-24,688037,67.69,68.0,68.96,65.5,34585,233433104.0,5.09,0.0,0.0,19.56
2019-12-25,688037,67.23,80.0,81.6,66.66,81388,594106128.0,21.97,17.65,12.0,46.02
2019-12-26,688037,76.98,78.71,80.86,75.1,59741,464621602.0,7.2,-1.61,-1.29,33.78
2019-12-27,688037,78.2,79.62,86.0,76.2,61657,496645575.0,12.45,1.16,0.91,34.87
2019-12-30,688037,77.51,77.51,78.89,71.0,47215,356026538.0,9.91,-2.65,-2.11,26.7
2019-12-31,688037,76.8,73.29,77.97,72.66,33053,248387099.0,6.85,-5.44,-4.22,18.69
2020-01-02,688037,73.0,76.18,78.0,72.34,33527,252962088.0,7.72,3.94,2.89,18.96
2020-01-03,688037,76.0,75.7,78.66,74.06,36465,278836259.0,6.04,-0.63,-0.48,20.62
2020-01-06,688037,73.0,72.49,74.45,71.1,30454,221988087.0,4.43,-4.24,-3.21,17.22
2020-01-07,688037,72.48,75.4,76.48,71.01,38279,282041801.0,7.55,4.01,2.91,21.65
2020-01-08,688037,74.51,75.5,77.77,72.09,43411,325361650.0,7.53,0.13,0.1,24.55
2020-01-09,688037,75.5,77.55,83.7,75.23,45577,361234664.0,11.22,2.72,2.05,25.77
2020-01-10,688037,78.08,78.1,81.44,76.91,30889,244281242.0,5.84,0.71,0.55,17.47
2020-01-13,688037,78.22,81.52,82.3,74.0,41782,331136841.0,10.63,4.38,3.42,23.63
2020-01-14,688037,80.6,79.16,83.35,78.8,41988,338924320.0,5.58,-2.89,-2.36,23.74
2020-01-15,688037,77.65,78.33,80.29,76.66,26030,204023245.0,4.59,-1.05,-0.83,14.72
2020-01-16,688037,78.79,94.0,94.0,78.79,72615,642784944.0,19.42,20.01,15.67,41.06
2020-01-17,688037,92.0,102.8,109.8,89.0,69212,667491428.0,22.13,9.36,8.8,39.14
2020-01-20,688037,98.13,99.97,108.78,93.38,49927,500884768.0,14.98,-2.75,-2.83,28.23
2020-01-21,688037,95.15,98.98,104.55,95.1,35087,352355004.0,9.45,-0.99,-0.99,19.84
2020-01-22,688037,96.8,118.78,118.78,96.8,60746,671849664.0,22.21,20.0,19.8,34.35
2020-01-23,688037,116.0,127.5,138.0,114.05,63854,803710652.0,20.16,7.34,8.72,36.11
2020-02-03,688037,103.01,118.5,129.99,103.01,51421,601304064.0,21.16,-7.06,-9.0,29.08
2020-02-04,688037,126.23,142.2,142.2,126.23,42375,578781536.0,13.48,20.0,23.7,23.96
2020-02-05,688037,149.96,148.2,168.0,143.0,56341,869779621.0,17.58,4.22,6.0,31.86
2020-02-06,688037,146.0,154.9,163.17,142.05,44976,691313895.0,14.25,4.52,6.7,25.43
2020-02-07,688037,152.02,159.56,163.88,142.65,50865,775357836.0,13.71,3.01,4.66,28.76
2020-02-10,688037,154.88,144.78,165.0,142.23,43637,666327596.0,14.27,-9.26,-14.78,24.68
2020-02-11,688037,140.52,144.71,149.88,139.19,31469,455996894.0,7.38,-0.05,-0.07,17.8
2020-02-12,688037,143.01,159.3,166.66,139.56,48984,738256820.0,18.73,10.08,14.59,27.7
2020-02-13,688037,158.87,151.0,167.84,150.88,43612,691913902.0,10.65,-5.21,-8.3,24.66
2020-02-14,688037,151.06,143.91,157.99,139.0,39332,583883210.0,12.58,-4.7,-7.09,22.24
2020-02-17,688037,144.5,144.7,147.86,139.33,28005,400072336.0,5.93,0.55,0.79,15.84
2020-02-18,688037,144.0,149.47,152.52,142.09,36272,540070820.0,7.21,3.3,4.77,20.51
2020-02-19,688037,147.88,137.38,148.81,136.01,38176,542372916.0,8.56,-8.09,-12.09,21.59
2020-02-20,688037,136.15,124.31,138.8,118.5,47833,607074284.0,14.78,-9.51,-13.07,27.05
2020-02-21,688037,121.84,124.56,128.5,120.53,33105,415561960.0,6.41,0.2,0.25,18.72
2020-02-24,688037,121.0,131.93,134.99,116.88,45759,570113952.0,14.54,5.92,7.37,25.88
2020-02-25,688037,125.8,134.1,138.5,125.0,44719,594453728.0,10.23,1.64,2.17,25.29
2020-02-26,688037,131.0,116.0,134.78,115.61,35707,445088932.0,14.3,-13.5,-18.1,20.19
2020-02-27,688037,115.64,116.03,122.64,114.55,23625,279435018.0,6.97,0.03,0.03,13.36
2020-02-28,688037,108.34,105.4,111.98,103.22,27763,299175208.0,7.55,-9.16,-10.63,15.7
2020-03-02,688037,109.06,108.5,110.5,105.0,20472,221701791.0,5.22,2.94,3.1,11.58
2020-03-03,688037,111.59,113.83,121.02,110.05,31880,367678140.0,10.11,4.91,5.33,18.03
2020-03-04,688037,111.64,108.18,113.8,103.59,22812,246848423.0,8.97,-4.96,-5.65,12.9
2020-03-05,688037,110.8,111.52,113.37,106.03,21354,235318339.0,6.78,3.09,3.34,12.08
2020-03-06,688037,108.31,105.43,109.3,103.84,23429,248942399.0,4.9,-5.46,-6.09,13.25
2020-03-09,688037,100.94,91.83,102.02,91.5,32182,310453724.0,9.98,-12.9,-13.6,18.2
2020-03-10,688037,92.15,110.2,110.2,92.15,55084,563828288.0,19.66,20.0,18.37,31.15
2020-03-11,688037,110.4,112.6,119.68,107.81,60383,688415528.0,10.77,2.18,2.4,34.15
2020-03-12,688037,105.36,112.5,120.98,101.0,53213,604006840.0,17.74,-0.09,-0.1,30.09
2020-03-13,688037,107.09,131.85,135.0,107.09,77717,973569566.0,24.81,17.2,19.35,43.95
2020-03-16,688037,131.0,128.99,136.98,124.01,62685,816028816.0,9.84,-2.17,-2.86,35.45
2020-03-17,688037,135.93,136.1,142.05,131.72,70761,975776996.0,8.01,5.51,7.11,40.01
2020-03-18,688037,138.5,126.11,138.5,125.85,56791,750470726.0,9.29,-7.34,-9.99,32.11
2020-03-19,688037,125.3,129.54,131.55,118.0,45310,571755877.0,10.74,2.72,3.43,25.62
2020-03-20,688037,129.69,115.2,130.89,115.2,44318,548294224.0,12.11,-11.07,-14.34,25.06
2020-03-23,688037,108.0,102.3,109.8,99.07,47098,490241888.0,9.31,-11.2,-12.9,26.63
2020-03-24,688037,106.1,116.7,116.7,102.55,54472,589328337.0,13.83,14.08,14.4,30.8
2020-03-25,688037,121.0,118.6,129.9,116.6,57485,708761604.0,11.4,1.63,1.9,32.51
2020-03-26,688037,114.98,124.13,127.55,114.3,44167,542316873.0,11.17,4.66,5.53,24.98
2020-03-27,688037,126.5,117.26,128.8,115.6,38413,464418056.0,10.63,-5.53,-6.87,21.72
2020-03-30,688037,112.0,121.82,124.88,106.0,50150,594757920.0,16.1,3.89,4.56,28.36
2020-03-31,688037,124.12,121.0,128.7,117.28,41731,514033780.0,9.37,-0.67,-0.82,23.6
2020-04-01,688037,119.6,122.6,127.32,119.6,40983,508209299.0,6.38,1.32,1.6,23.18
2020-04-02,688037,122.79,136.41,142.79,118.1,60483,768811794.0,20.14,11.26,13.81,34.2
2020-04-03,688037,131.61,131.0,137.84,129.15,45731,608584540.0,6.37,-3.97,-5.41,25.86
2020-04-07,688037,137.09,130.83,138.28,129.5,42185,564320011.0,6.7,-0.13,-0.17,23.86
2020-04-08,688037,129.0,130.22,135.0,127.0,35974,471537896.0,6.11,-0.47,-0.61,20.34
2020-04-09,688037,130.86,123.1,131.45,122.81,38666,484990094.0,6.63,-5.47,-7.12,21.87
2020-04-10,688037,123.1,115.7,125.88,113.18,38322,454934886.0,10.32,-6.01,-7.4,21.67
2020-04-13,688037,113.5,117.65,121.0,111.99,25108,294890018.0,7.79,1.69,1.95,14.2
2020-04-14,688037,118.98,121.86,122.5,117.47,28751,346468472.0,4.28,3.58,4.21,16.26
